BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
162.72595796123417,162.55786466487797,-78.31845654289366,-76.71214867585385,3.2126157340796055,1830.9024984577482,2133.5573744667568,0.5,0.5,4262,324,0.40000000000000036,-0.19999999999999973,0.07307257757722471,5,158
