BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
161.77800610513293,161.38155665883872,-77.84448061484304,-76.12399467283423,3.440971884017614,1731.1645751934793,2039.3887913669173,0.5,0.5,4263,325,0.40000000000000036,0.0,0.06359827108951344,6,166
