BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
214.1957888872783,216.5568334500454,-104.05337200591572,-103.71163306843756,0.68347787495631,23955.273315343555,24747.761618699817,0.2,0.15000000000000002,1849,112,0.6000000000000001,0.8000000000000003,0.4083916968431821,0.6,14
