BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
145.2167193908273,145.42270337788537,-69.56383725769022,-68.14456803235755,2.8385384506653395,809.6517618158031,926.8323798353367,0.2,0.2,1612,124,-3.0,-3.0,0.09202788600827973,0.1,76
