BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
137.55735543729028,134.16896645138993,-65.73415528092171,-62.51769956910984,6.43291142362375,473.76527420534046,643.5766359651899,0.2,0.30000000000000004,2480,186,-3.0,-3.0,0.011202480306905741,0.01,31
