BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
127.98236463258571,124.71492779621393,-60.946659878569434,-57.79068024152183,6.311959274095216,302.0279854185643,407.9273803700404,0.45,0.5,3645,314,-2.8,-2.2,0.011992623901484928,1,124
