BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
137.86011757796723,139.0239784552649,-65.88553635126019,-64.94520557104732,1.8806615604257217,596.9916010777496,652.922446406077,0.0,0.0,286,23,1.4000000000000004,1.6000000000000005,0.17025897613292504,0.1,115
