BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
190.76888083214885,187.3786738084307,-92.339917978351,-89.12255324763022,6.434729461441549,5970.032112641449,8110.568749139314,0.35000000000000003,0.35000000000000003,3026,226,0.0,-1.2,0.01119102010752469,4,62
