BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
149.43584944578643,143.0234248958162,-71.67340228516979,-66.94492879132297,9.456946987693641,722.2366644292401,1133.0673284399966,0.5,0.45,4288,295,0.8000000000000003,0.20000000000000018,0.0021035089377162736,5,161
