BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
184.80624324695887,186.8531176241764,-89.358599185756,-88.85977515550307,0.9976480605058669,5822.477284440411,6105.761733966466,0.1,0.2,1322,124,-2.2,-3.0,0.3178802783994002,0.03,3
