BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
138.68789108707162,137.69301314989428,-66.29942310581238,-64.27972291836201,4.039400374900737,560.3287945121409,679.1731777663605,0.5,0.5,4244,326,0.20000000000000018,0.20000000000000018,0.04444961259006932,1.5,78
