BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
155.00449037121868,145.2393171602688,-74.45772274788591,-68.05287492354927,12.809695648673284,802.6121166839625,1477.1311324888195,0.0,0.0,142,0,-1.0,-3.0,0.00034482766122082985,6,138
