BIC0,BIC1,L0,L1,LR,SSE_dynamic,SSE_static,eps_dyn,eps_static,ix_SSE_dynamic,ix_SSE_static,mu_dyn,mu_static,p,sig_dyn,user_ID
192.52658679226204,195.74024376694666,-93.21877095840759,-93.3033382268882,-0.1691345369612236,8889.957816078562,8818.645429892831,0.25,0.30000000000000004,2093,192,-1.7999999999999998,-1.7999999999999998,1.0,0.1,119
